"","subject","activity","tBodyAcc_mean___X","tBodyAcc_mean___Y","tBodyAcc_mean___Z","tBodyAcc_std___X","tBodyAcc_std___Y","tBodyAcc_std___Z","tGravityAcc_mean___X","tGravityAcc_mean___Y","tGravityAcc_mean___Z","tGravityAcc_std___X","tGravityAcc_std___Y","tGravityAcc_std___Z","tBodyAccJerk_mean___X","tBodyAccJerk_mean___Y","tBodyAccJerk_mean___Z","tBodyAccJerk_std___X","tBodyAccJerk_std___Y","tBodyAccJerk_std___Z","tBodyGyro_mean___X","tBodyGyro_mean___Y","tBodyGyro_mean___Z","tBodyGyro_std___X","tBodyGyro_std___Y","tBodyGyro_std___Z","tBodyGyroJerk_mean___X","tBodyGyroJerk_mean___Y","tBodyGyroJerk_mean___Z","tBodyGyroJerk_std___X","tBodyGyroJerk_std___Y","tBodyGyroJerk_std___Z","tBodyAccMag_mean__","tBodyAccMag_std__","tGravityAccMag_mean__","tGravityAccMag_std__","tBodyAccJerkMag_mean__","tBodyAccJerkMag_std__","tBodyGyroMag_mean__","tBodyGyroMag_std__","tBodyGyroJerkMag_mean__","tBodyGyroJerkMag_std__","fBodyAcc_mean___X","fBodyAcc_mean___Y","fBodyAcc_mean___Z","fBodyAcc_std___X","fBodyAcc_std___Y","fBodyAcc_std___Z","fBodyAccJerk_mean___X","fBodyAccJerk_mean___Y","fBodyAccJerk_mean___Z","fBodyAccJerk_std___X","fBodyAccJerk_std___Y","fBodyAccJerk_std___Z","fBodyGyro_mean___X","fBodyGyro_mean___Y","fBodyGyro_mean___Z","fBodyGyro_std___X","fBodyGyro_std___Y","fBodyGyro_std___Z","fBodyAccMag_mean__","fBodyAccMag_std__","fBodyBodyAccJerkMag_mean__","fBodyBodyAccJerkMag_std__","fBodyBodyGyroMag_mean__","fBodyBodyGyroMag_std__","fBodyBodyGyroJerkMag_mean__","fBodyBodyGyroJerkMag_std__"
"11","4","3",1472.6,2102.86666666667,1642.04444444444,1754.33333333333,755.644444444444,1001.84444444444,1938.4,1260.44444444444,1336.51111111111,674.933333333333,637.133333333333,1007.31111111111,872.888888888889,1290.53333333333,1524.28888888889,938.511111111111,975.088888888889,922.777777777778,1710.82222222222,1272.86666666667,883.022222222222,526.355555555556,1243.28888888889,949.177777777778,1637.2,1621.15555555556,1460.35555555556,446.688888888889,1225.82222222222,418.733333333333,1483.11111111111,1477.2,1483.11111111111,1477.2,587.044444444444,444.022222222222,651.666666666667,649.533333333333,813.666666666667,787.844444444444,1318.46666666667,892.711111111111,950.288888888889,1826.48888888889,723.444444444444,1053.04444444444,731.911111111111,957.222222222222,883.822222222222,601.288888888889,826.177777777778,945.844444444444,742.777777777778,1256.97777777778,617.355555555556,556.288888888889,1222.71111111111,1115.2,1500.26666666667,441,699.044444444444,405.444444444444,559.688888888889,636.688888888889,757.022222222222,843.2
"12","4","2",1364.48076923077,1573.36538461538,1878.92307692308,333.634615384615,1193.17307692308,717.942307692308,1909.19230769231,778.788461538462,2537.96153846154,817.403846153846,944.307692307692,722.269230769231,722.903846153846,1075.80769230769,1375.23076923077,651.5,552.192307692308,1197.84615384615,2064.84615384615,1179.36538461538,961.865384615385,618.076923076923,886.903846153846,594.326923076923,1389.94230769231,1690.38461538462,1416.42307692308,809.75,1302.5,803.480769230769,359.615384615385,283.115384615385,359.615384615385,283.115384615385,758.211538461538,747.326923076923,502.288461538462,844.557692307692,1134.46153846154,1164.36538461538,483.903846153846,987.615384615385,1025.59615384615,376.480769230769,733.807692307692,594.634615384615,726.807692307692,567.230769230769,1161.94230769231,671.365384615385,523.346153846154,1217.46153846154,570.365384615385,1180.5,553.365384615385,596.673076923077,698.980769230769,616.711538461538,427.057692307692,315.326923076923,666.269230769231,822.846153846154,974.096153846154,831.192307692308,1148.15384615385,1186.44230769231
"13","9","5",1625.33333333333,1291.53333333333,1476.6,1817.64444444444,1636.04444444444,1802.4,2395.62222222222,1856.55555555556,753.244444444444,2151.53333333333,1827.35555555556,1410.51111111111,2025.77777777778,1631.82222222222,1458.68888888889,1742.86666666667,1895.2,1913.08888888889,1209.48888888889,1733.71111111111,1879.22222222222,1756.8,1925.48888888889,1875.24444444444,1157.24444444444,1287.24444444444,1477.82222222222,1723.73333333333,2007.68888888889,1932.55555555556,1715.97777777778,1754.95555555556,1715.97777777778,1754.95555555556,1887.8,1720.6,1770.6,1869.68888888889,1866.51111111111,1891.2,1788.51111111111,1680.88888888889,1845.04444444444,1815.35555555556,1734.31111111111,1803.6,1798.62222222222,1929.31111111111,1910.35555555556,1759.44444444444,1925.71111111111,1910.44444444444,1685.31111111111,1944.82222222222,1864.57777777778,1755.71111111111,1908.68888888889,1915.95555555556,1686.37777777778,1943.86666666667,1731.04444444444,1720.57777777778,1883.42222222222,1907.75555555556,1893.71111111111,1899.42222222222
"14","9","4",1453.06,1234.1,1532.8,1792.04,1389.86,1640.8,2264.5,1976.96,1217.1,1870.42,1644.62,1411.84,1896.94,1565.18,1558.42,1747.76,1688.72,1818.54,1000.78,1397.76,1550.5,1993.78,1734.92,1830.12,1305,1309.24,1394.84,1909.42,1952.72,1926.8,1553.66,1516.08,1553.66,1516.08,1805.04,1623.22,1759.38,1881.8,1963.02,1967.74,1773.22,1462.82,1673.5,1786.24,1482.6,1657.36,1802.02,1740.8,1797.32,1768.94,1694.92,1843.3,1891.12,1810.4,1837.84,2002.02,1696.86,1859.6,1526.54,1663.48,1633.04,1632.22,1928.2,1903.94,1974.96,1965.98
"15","9","6",1494.98,1160.72,825.92,1386.86,1283.78,1865.54,429.04,1825.78,2891.9,1094.36,1638.02,2181.22,1990.48,1684.62,1465.34,1627.68,1755.86,1845.54,1339.86,1421.48,1765.6,1769.14,1622.42,1951.24,1153.26,1455.88,1455.46,1779.86,1809.44,1974.56,1483.24,1575.12,1483.24,1575.12,1788.66,1631.88,1660.32,1742.18,1840.72,1824.84,1465.02,1425.56,1864,1357.52,1369.66,1889.72,1662.34,1796.9,1842.82,1676.46,1777.9,1842.18,1701.32,1686.74,1915.72,1771.54,1600.04,2001.62,1505.08,1742.14,1635.58,1647,1773.66,1785.38,1828.64,1830.12
"16","9","1",1542.76923076923,1828.09615384615,1694.07692307692,334.596153846154,471.692307692308,1063.63461538462,2189.78846153846,2023.26923076923,1028.23076923077,1492.59615384615,1515.48076923077,1382.5,1013.57692307692,1173.65384615385,1360.5,537.423076923077,403.75,327.115384615385,1667.78846153846,1368.88461538462,1130.11538461538,662.096153846154,651.173076923077,350.846153846154,1631.73076923077,1701.55769230769,1551.01923076923,795.903846153846,532.25,520.057692307692,691.769230769231,688.192307692308,691.769230769231,688.192307692308,372.192307692308,468.961538461538,540.75,790.730769230769,586.673076923077,698.153846153846,473.269230769231,431.307692307692,339.673076923077,317.807692307692,479.653846153846,1203.96153846154,451.365384615385,624.980769230769,368.75,876.788461538462,377.038461538462,280.038461538462,601.403846153846,548.576923076923,442.423076923077,643.884615384615,709.307692307692,396.788461538462,510.923076923077,933.076923076923,479.115384615385,443.576923076923,787.230769230769,873.423076923077,717.923076923077,680.423076923077
"17","9","3",1738.64285714286,1929.78571428571,1948.14285714286,2768.35714285714,773.380952380952,1910.04761904762,1823.42857142857,1765.95238095238,1062.71428571429,658.97619047619,777.952380952381,566.928571428571,897.690476190476,1188.52380952381,1492.66666666667,2080.7380952381,561.52380952381,402.619047619048,1771.69047619048,1076.7619047619,1073.19047619048,529.261904761905,415.309523809524,458.97619047619,1663.28571428571,1540.07142857143,1331.97619047619,747.571428571429,337.261904761905,460.285714285714,2507.54761904762,2722.54761904762,2507.54761904762,2722.54761904762,637.642857142857,1950.40476190476,460.547619047619,361.119047619048,485.97619047619,395.333333333333,2378.35714285714,740.690476190476,1556.19047619048,2815.61904761905,833.880952380952,1903.28571428571,1311.83333333333,530.690476190476,661.833333333333,1787.7380952381,639.690476190476,382.785714285714,602.619047619048,408.690476190476,514.214285714286,546.857142857143,394.333333333333,484.309523809524,2673.88095238095,2449.85714285714,1795.97619047619,1996.21428571429,365.047619047619,479.595238095238,401.142857142857,412.119047619048
"18","9","2",1154.65306122449,1814.0612244898,1800.65306122449,677.673469387755,601.897959183673,796.591836734694,1518.55102040816,1424,523.448979591837,802.755102040816,420.755102040816,543.612244897959,794.408163265306,1114.61224489796,1672.20408163265,523.489795918367,946.142857142857,980.326530612245,2002.14285714286,1515.44897959184,929.755102040816,517.510204081633,561.367346938776,1011.14285714286,1744.02040816327,1843.02040816327,1423.83673469388,1147.48979591837,924.020408163265,1092.97959183673,518.122448979592,736.489795918367,518.122448979592,736.489795918367,860.326530612245,773.877551020408,1317.08163265306,684.285714285714,1068.5306122449,1129.63265306122,594.34693877551,734.877551020408,680.367346938776,690.795918367347,588.265306122449,901.918367346939,681.755102040816,1042.34693877551,967.204081632653,494.836734693878,930.428571428571,970.775510204082,728.775510204082,708.34693877551,530.551020408163,480.265306122449,651.755102040816,770.632653061224,616.061224489796,916.265306122449,724.30612244898,807.102040816327,847.163265306122,640.530612244898,1107.95918367347,1159.55102040816
"19","10","5",1540.27272727273,1368.52272727273,1314.06818181818,1893.09090909091,1361.34090909091,2005.47727272727,2138.52272727273,1408.72727272727,1896.43181818182,2235.90909090909,1718.11363636364,1732.22727272727,2009.93181818182,1720.09090909091,1392.38636363636,1706.5,1535.54545454545,2113.59090909091,1146.09090909091,1387.11363636364,1707.52272727273,1761.09090909091,2032.09090909091,1870.5,1122.02272727273,1473.97727272727,1360.15909090909,1800.95454545455,2085.90909090909,1825.34090909091,1715.63636363636,1733.54545454545,1715.63636363636,1733.54545454545,1806.5,1671.18181818182,1784.31818181818,1867.56818181818,1933.34090909091,1948.56818181818,1842.11363636364,1395.06818181818,2048.40909090909,1912.59090909091,1470.22727272727,2003.61363636364,1763,1592.70454545455,2102,1722.47727272727,1536.34090909091,2108.31818181818,1711.20454545455,2037.02272727273,1832.45454545455,1753.40909090909,2021.59090909091,1924.70454545455,1663.63636363636,1924.86363636364,1672.09090909091,1700.06818181818,1906.20454545455,1900.5,1955.70454545455,1951.77272727273
"20","10","4",1471.90740740741,1151.5,830.907407407407,2208.85185185185,1833.14814814815,2397.11111111111,1144.24074074074,1657.38888888889,1827.7037037037,2115.68518518519,1953.24074074074,2345.42592592593,2006.72222222222,1727.77777777778,1469.35185185185,2291.90740740741,2244.7962962963,2466.94444444444,924.685185185185,1472.87037037037,1696,2588.68518518519,2514.37037037037,2089.53703703704,1896.11111111111,1308.55555555556,1630.24074074074,2553.24074074074,2604.72222222222,2505.12962962963,2179.48148148148,2147.5,2179.48148148148,2147.5,2444.24074074074,2229,2234.51851851852,2395.77777777778,2642.74074074074,2604.53703703704,2246.96296296296,1940.14814814815,2441.38888888889,2173.57407407407,1907.57407407407,2381.5,2342.38888888889,2287.25925925926,2443.01851851852,2315.2037037037,2256.74074074074,2485.51851851852,2511.7962962963,2530.37037037037,2160.64814814815,2594.18518518519,2503.74074074074,2101.55555555556,2086.05555555556,2297.94444444444,2242.75925925926,2148.33333333333,2450.22222222222,2418.2962962963,2612.42592592593,2604
"21","10","6",1468.75862068966,1036.94827586207,870.534482758621,1873.34482758621,1778.75862068966,2248.18965517241,339.758620689655,2232.48275862069,1675.29310344828,1747.36206896552,2217.5,2292.77586206897,2023.63793103448,1691.94827586207,1448.1724137931,1819.75862068966,1976.77586206897,2198.53448275862,1297.91379310345,1470.94827586207,2082.3275862069,2209.24137931034,2040.13793103448,2253.24137931034,1400.62068965517,1385.44827586207,1422.12068965517,2084.24137931034,1901.36206896552,2236.96551724138,1978.10344827586,2007.55172413793,1978.10344827586,2007.55172413793,2016.36206896552,1823.84482758621,2002.03448275862,2057.5,1920.75862068966,1860.36206896552,1868.13793103448,1828.96551724138,2258.96551724138,1854.44827586207,1896.77586206897,2304.60344827586,1887.8275862069,2031.48275862069,2197.46551724138,1821.43103448276,1974.44827586207,2180.31034482759,2104.31034482759,2013.24137931034,2226.22413793103,2223.13793103448,2054.05172413793,2298.6724137931,1900.70689655172,2210.12068965517,1836.51724137931,1819.55172413793,2016.91379310345,2150.79310344828,1860.86206896552,1872
"22","10","1",1514.8679245283,1709.81132075472,1723.11320754717,528.056603773585,1503.24528301887,789.339622641509,2441.50943396226,1495.24528301887,2255.32075471698,1251.1320754717,1493.1320754717,1411.30188679245,804.547169811321,1310.58490566038,1478.88679245283,1118.58490566038,1879.58490566038,593.905660377358,2011.28301886792,1416.56603773585,1084.09433962264,493.22641509434,164.566037735849,237.132075471698,1509.35849056604,1587.54716981132,1736.50943396226,337.849056603774,412.490566037736,260.452830188679,473.528301886792,441.320754716981,473.528301886792,441.320754716981,472.377358490566,1960.15094339623,233.943396226415,524.415094339623,396.754716981132,434.377358490566,715.339622641509,1669.56603773585,725.679245283019,568.905660377358,921.188679245283,874.188679245283,892.320754716981,1624.05660377358,539.415094339623,1023.54716981132,1701.30188679245,632.433962264151,315.471698113208,327.698113207547,786.679245283019,509.905660377359,248.924528301887,238.452830188679,883.754716981132,510.11320754717,1963,1985.07547169811,482.452830188679,656.358490566038,460.660377358491,418.528301886792
"23","10","3",1653.92105263158,1741.92105263158,1870.10526315789,2846.94736842105,1683.71052631579,411.394736842105,1775.81578947368,1371.73684210526,2055.65789473684,549.815789473684,772.105263157895,651.421052631579,997.342105263158,1254.10526315789,1508.5,2831.13157894737,971.289473684211,257.921052631579,1732.10526315789,1556.76315789474,1243.81578947368,631.421052631579,253.894736842105,1441.68421052632,1821.55263157895,1678.97368421053,1782.42105263158,476.947368421053,344.552631578947,383.631578947368,2796.44736842105,2772.92105263158,2796.44736842105,2772.92105263158,2196.92105263158,2632.63157894737,1477.44736842105,626.894736842105,321.842105263158,424.605263157895,2779.02631578947,1599.42105263158,421.763157894737,2837.13157894737,1475.97368421053,358.263157894737,2845.23684210526,760.263157894737,391.052631578947,2790.55263157895,661.631578947368,297.184210526316,772.210526315789,230.710526315789,1530.10526315789,675.868421052632,310.210526315789,1204.26315789474,2763.36842105263,1224.42105263158,2680.78947368421,1741.13157894737,320.394736842105,617.684210526316,395.736842105263,487.684210526316
"24","10","2",1209.87234042553,1962.74468085106,1823.97872340426,530.042553191489,1535.65957446809,1403.36170212766,1588.72340425532,1536.02127659574,1536.89361702128,830.808510638298,807.893617021277,491.808510638298,713.808510638298,1383.29787234043,1273.02127659574,572.212765957447,481,864.510638297872,2209.14893617021,1527.85106382979,1108.06382978723,489.106382978723,2021.27659574468,636.340425531915,1393.65957446809,1760.76595744681,1533.63829787234,504.553191489362,653.829787234043,593.106382978723,1361.89361702128,450.829787234043,1361.89361702128,450.829787234043,467.425531914894,425.978723404255,2121.76595744681,1144.82978723404,607.276595744681,733.404255319149,586.446808510638,1371.53191489362,539.574468085106,644.595744680851,1359.36170212766,1518.57446808511,495.765957446808,357.68085106383,790.446808510638,569.446808510638,531.170212765957,931.106382978723,561.68085106383,182.425531914894,540.021276595745,402.531914893617,2891.34042553192,589.978723404255,446.340425531915,500.893617021277,532.744680851064,466.765957446808,283.510638297872,793.404255319149,691.808510638298,801.276595744681
"25","12","5",1501.27868852459,1370.83606557377,1354.44262295082,1959.72131147541,1464.59016393443,1919.01639344262,2261.98360655738,663.655737704918,1137.90163934426,2126.09836065574,1654.40983606557,1557.22950819672,2052.03278688525,1558.91803278689,1495.95081967213,1834.06557377049,1704.54098360656,1939.3606557377,1270.54098360656,1365.60655737705,1631.65573770492,1729.6393442623,2008.81967213115,1914.11475409836,1406.55737704918,1348.39344262295,1333.37704918033,1841.90163934426,2040.3606557377,2009.06557377049,1716.04918032787,1727.73770491803,1716.04918032787,1727.73770491803,1871.16393442623,1670.95081967213,1775.37704918033,1780.65573770492,1979.39344262295,1967.13114754098,1914.09836065574,1516.5737704918,1896.22950819672,1976.54098360656,1564.3606557377,1926.09836065574,1882.55737704918,1755.24590163934,1927.75409836066,1860.62295081967,1710.86885245902,1950.34426229508,1710.13114754098,2004.72131147541,1919.88524590164,1711.90163934426,2009.96721311475,1951.31147540984,1668.18032786885,1911.32786885246,1686.68852459016,1661.01639344262,1881.29508196721,1783.65573770492,1975.93442622951,1967.44262295082
